cod_procedimiento;consejeria;org_instructor;denominacion;descripcion;siaci;numero_expedientes
411;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Proyectos Formación-Plus. Formación y orientación laboral. Prácticas. Resolución de 19/09/2018;Convocatoria 2018 de subvenciones para la realización de proyectos de formación y prácticas no laborales en empresas (Formación Plus). Líneas de subvención en concepto de formación y orientación laboral. La línea de prácticas se presentará como comunicación a la linea de formación y orientación.;SKTC;136
377;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Montaje y mantenimiento de instalaciones eléctricas de baja tensión. Orden de 24/07/2018;Orden de 24/07/2018, de la Consejería de Economía, Empresas y Empleo y de la Consejería de Educación, Cultura y Deportes, por la que se realiza convocatoria para la evaluación y acreditación de las competencias profesionales adquiridas a través de la experiencia laboral o de vías no formales de formación.;SJLK;127
12;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;2009-SITX-Expedición de Acreditación de Unidades de Competencia. Orden de 23/09/2009;;SITX;117
720;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Cocina. Orden 22/2021 de 22 de febrero;Orden 22/2021 de 22 de febrero, de la Consejería de Economía, Empresas y Empleo y de la Consejería de Educación, Cultura y Deportes, por la que se realiza convocatoria para la evaluación y acreditación de las competencias profesionales adquiridas a través de la experiencia laboral o de vías no formales de formación;SJLK;107
687;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Actividades De Venta. Orden 22/2021 de 22 de febrero;Orden 22/2021 de 22 de febrero, de la Consejería de Economía, Empresas y Empleo y de la Consejería de Educación, Cultura y Deportes, por la que se realiza convocatoria para la evaluación y acreditación de las competencias profesionales adquiridas a través de la experiencia laboral o de vías no formales de formación;SJLK;97
379;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Operaciones de fontanería y calefacción-climatización doméstica . Orden de 24/07/2018;Orden de 24/07/2018, de la Consejería de Economía, Empresas y Empleo y de la Consejería de Educación, Cultura y Deportes, por la que se realiza convocatoria para la evaluación y acreditación de las competencias profesionales adquiridas a través de la experiencia laboral o de vías no formales de formación.;SJLK;92
34;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Orden de 23/07/2012;Subvenciones destinadas a emprendedores para la constitución de organizaciones preventivas. Convocatoria: Orden 23 de julio de 2012.;SJSK;88
693;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Actividades Auxiliares De Almacén. Orden 22/2021 de 22 de febrero;Orden 22/2021 de 22 de febrero, de la Consejería de Economía, Empresas y Empleo y de la Consejería de Educación, Cultura y Deportes, por la que se realiza convocatoria para la evaluación y acreditación de las competencias profesionales adquiridas a través de la experiencia laboral o de vías no formales de formación;SJLK;88
229;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Montaje de estructuras e instalación de sistemas y equipos de aeronaves. Orden de 25/11/2016;Orden de 25/11/2016, de la Consejería de Economía, Empresas y Empleo y de la Consejería de Educación, Cultura y Deportes, por la que se realiza convocatoria para la evaluación y acreditación de las competencias profesionales adquiridas a través de la experiencia laboral o de vías no formales de formación.;SJLK;87
738;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Peluquería. Orden 22/2021 de 22 de febrero;Orden 22/2021 de 22 de febrero, de la Consejería de Economía, Empresas y Empleo y de la Consejería de Educación, Cultura y Deportes, por la que se realiza convocatoria para la evaluación y acreditación de las competencias profesionales adquiridas a través de la experiencia laboral o de vías no formales de formación;SJLK;86
290;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Proyectos Formación-Plus. Formación y orientación laboral. Resolución de 04/10/2017;Convocatoria 2017 de subvenciones para la realización de proyectos de formación y prácticas no laborales en empresas, destinados a personas inscritas en el Sistema Nacional de Garantía Juvenil (Formación Plus). Líneas de subvención en concepto de formación y orientación laboral;SKTC;82
694;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Actividades Auxiliares De Comercio. Orden 22/2021 de 22 de febrero;Orden 22/2021 de 22 de febrero, de la Consejería de Economía, Empresas y Empleo y de la Consejería de Educación, Cultura y Deportes, por la que se realiza convocatoria para la evaluación y acreditación de las competencias profesionales adquiridas a través de la experiencia laboral o de vías no formales de formación;SJLK;81
380;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Montaje y mantenimiento de instalaciones frigoríficas . Orden de 24/07/2018;Orden de 24/07/2018, de la Consejería de Economía, Empresas y Empleo y de la Consejería de Educación, Cultura y Deportes, por la que se realiza convocatoria para la evaluación y acreditación de las competencias profesionales adquiridas a través de la experiencia laboral o de vías no formales de formación.;SJLK;80
498;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Montaje y mantenimiento de instalaciones eléctricas de baja tensión. Orden de 29/05/2019;Orden de 29/05/2019, de la Consejería de Economía, Empresas y Empleo y de la Consejería de Educación, Cultura y Deportes, por la que se realiza convocatoria para la evaluación y acreditación de las competencias profesionales adquiridas a través de la experiencia laboral o de vías no formales de formación;SJLK;77
505;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Servicios para el control de plagas. Orden de 29/05/2019;Orden de 29/05/2019, de la Consejería de Economía, Empresas y Empleo y de la Consejería de Educación, Cultura y Deportes, por la que se realiza convocatoria para la evaluación y acreditación de las competencias profesionales adquiridas a través de la experiencia laboral o de vías no formales de formación;SJLK;77
739;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Servicios Estéticos De Higiene, Depilación Y Maquillaje. Orden 22/2021 de 22 de febrero;Orden 22/2021 de 22 de febrero, de la Consejería de Economía, Empresas y Empleo y de la Consejería de Educación, Cultura y Deportes, por la que se realiza convocatoria para la evaluación y acreditación de las competencias profesionales adquiridas a través de la experiencia laboral o de vías no formales de formación;SJLK;76
1013;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Becas. Orden 220/2022, de 17 de noviembre;Orden 220/2022, que establece las bases y efectúa convocatoria de becas en los programas de inserción con compromiso de contratación a mujeres víctimas de VVG o de trata y explotación sexual, en el ámbito de Castilla-La Mancha, dentro del Plan de Recuperación, Transformación y Resiliencia. Fondos Next Generation EU;SLYM;75
785;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Mantenimiento Del Motor Y Sus Sistemas Auxiliares. Orden 22/2021 de 22 de febrero;Orden 22/2021 de 22 de febrero, de la Consejería de Economía, Empresas y Empleo y de la Consejería de Educación, Cultura y Deportes, por la que se realiza convocatoria para la evaluación y acreditación de las competencias profesionales adquiridas a través de la experiencia laboral o de vías no formales de formación;SJLK;74
696;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Actividades De Gestión Del Pequeño Comercio. Orden 22/2021 de 22 de febrero;Orden 22/2021 de 22 de febrero, de la Consejería de Economía, Empresas y Empleo y de la Consejería de Educación, Cultura y Deportes, por la que se realiza convocatoria para la evaluación y acreditación de las competencias profesionales adquiridas a través de la experiencia laboral o de vías no formales de formación;SJLK;70
763;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Gestión Y Coordinación En Protección Civil Y Emergencias. Orden 22/2021 de 22 de febrero;Orden 22/2021 de 22 de febrero, de la Consejería de Economía, Empresas y Empleo y de la Consejería de Educación, Cultura y Deportes, por la que se realiza convocatoria para la evaluación y acreditación de las competencias profesionales adquiridas a través de la experiencia laboral o de vías no formales de formación;SJLK;70
383;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Servicios para el control de plagas.. Orden de 24/07/2018;Orden de 24/07/2018, de la Consejería de Economía, Empresas y Empleo y de la Consejería de Educación, Cultura y Deportes, por la que se realiza convocatoria para la evaluación y acreditación de las competencias profesionales adquiridas a través de la experiencia laboral o de vías no formales de formación.;SJLK;69
494;Consejeria de economia, empresas y empleo;Direccion general formacion profesional en el ambito laboral;Atención sanitaria a múltiples víctimas y catástrofes. Orden de 29/05/2019;Orden de 29/05/2019, de la Consejería de Economía, Empresas y Empleo y de la Consejería de Educación, Cultura y Deportes, por la que se realiza convocatoria para la evaluación y acreditación de las competencias profesionales adquiridas a través de la experiencia laboral o de vías no formales de formación;SJLK;69
